   -0.124141912461727344E+01   -0.821025633904715058E+00   -0.138320396931902811E+01    0.248805468299883703E+01   -0.602569381686174133E+00   -0.210638241400978814E+03
   -0.142221002657617213E+01   -0.119699055015882116E+01   -0.144399876966740548E+01    0.238634718703504545E+01   -0.471919514144631513E+00   -0.210621134936231869E+03
   -0.119473642342586217E+01   -0.821082882769280431E+00   -0.141873012302777823E+01    0.245505368249275335E+01   -0.567884252014955848E+00   -0.210236269438001955E+03
   -0.126995568979219087E+01   -0.806066952676140147E+00   -0.136644715389094684E+01    0.248858826342879214E+01   -0.630690708133800904E+00   -0.210068365828919980E+03
   -0.116350153055313044E+01   -0.781315094024133572E+00   -0.140035289400962681E+01    0.246334100218067453E+01   -0.587492400092546774E+00   -0.209837222887009290E+03
   -0.131619418585162329E+01   -0.107748654371708330E+01   -0.144581125604264860E+01    0.240016512744408850E+01   -0.481494921382173757E+00   -0.209788039334577746E+03
   -0.121123982662538587E+01   -0.829622324982390857E+00   -0.136756266120325742E+01    0.243331840189480486E+01   -0.587037886146579702E+00   -0.209370004487960358E+03
   -0.126656537957227755E+01   -0.936396500563271061E+00   -0.141490497855120001E+01    0.242369391845006588E+01   -0.541478749829741091E+00   -0.209125910276434013E+03
   -0.134657382422711258E+01   -0.101097923000503620E+01   -0.145994947631598060E+01    0.244423214147578705E+01   -0.496095061597186415E+00   -0.209091013370370320E+03
   -0.138351654875348018E+01   -0.115358383162087552E+01   -0.144283575574749046E+01    0.237915109765751431E+01   -0.466139789923754044E+00   -0.208931265497073269E+03
   -0.117877102123232724E+01   -0.702629370620337035E+00   -0.129979832048065846E+01    0.245013956799147969E+01   -0.689180195499655035E+00   -0.208712863737477534E+03
   -0.133041062309466085E+01   -0.908546192870618441E+00   -0.134686052746437479E+01    0.241374080267494717E+01   -0.592693072826331324E+00   -0.208614355381368910E+03
   -0.123947145873089326E+01   -0.767186759347400660E+00   -0.135041561620282557E+01    0.248756266254030134E+01   -0.655581160483539094E+00   -0.208549021086817334E+03
   -0.120580250422342594E+01   -0.841278597543904993E+00   -0.143774559917313183E+01    0.244539691936120640E+01   -0.537812606501518076E+00   -0.208539274561380040E+03
   -0.129508369733062789E+01   -0.990655520808911838E+00   -0.141783645430150917E+01    0.238691250451156556E+01   -0.510149578508185542E+00   -0.208367494484567487E+03
   -0.124079213626514928E+01   -0.785212794753175736E+00   -0.140137378524052636E+01    0.248228909051770330E+01   -0.600526706555849721E+00   -0.208219274028690535E+03
   -0.120577239583419527E+01   -0.778712667438737682E+00   -0.138470353690047876E+01    0.248552242398024692E+01   -0.604810888615824993E+00   -0.208214583000248410E+03
   -0.130053484770817995E+01   -0.910100167698084661E+00   -0.138287301000747020E+01    0.245469072960900725E+01   -0.577834912303647030E+00   -0.208183048563329976E+03
   -0.129000883948090106E+01   -0.993813410801891450E+00   -0.144709757595909227E+01    0.239933062959596821E+01   -0.492573712270475639E+00   -0.208162848814906056E+03
   -0.130930996926447030E+01   -0.946069199836198749E+00   -0.136597424656529220E+01    0.239834254288912518E+01   -0.561599080791907568E+00   -0.208110374674463401E+03
