   -0.152181230789945499E+01    0.261032081168472052E+01    0.230476602066582004E+01   -0.290949022442648470E+03
   -0.152082065648873943E+01    0.263084637368866359E+01    0.229193845827092701E+01   -0.285879259685162197E+03
   -0.156879741827783281E+01    0.267653209280950843E+01    0.237395229084912529E+01   -0.285695790215151192E+03
   -0.154921069603504069E+01    0.267957631340175384E+01    0.234029867569521421E+01   -0.284200807342167423E+03
   -0.156301380028545545E+01    0.268994887760444623E+01    0.234677532604080952E+01   -0.284172897020331391E+03
   -0.158220473904614156E+01    0.274537137412370935E+01    0.238004427225911819E+01   -0.284103842525934738E+03
   -0.152747358972736613E+01    0.265103679256479330E+01    0.229975797324771492E+01   -0.283950226400038673E+03
   -0.156533756421505466E+01    0.272159004427928375E+01    0.234890295087353707E+01   -0.283767508409433447E+03
   -0.159147922995358293E+01    0.273227696389555064E+01    0.239134445291413655E+01   -0.283750887647556169E+03
   -0.155805906306377917E+01    0.266421032489298915E+01    0.234566078475576134E+01   -0.283563005708589174E+03
   -0.158631095208700756E+01    0.272386874258757272E+01    0.239385061769990237E+01   -0.283411771797364224E+03
   -0.158850174486344109E+01    0.273954601235483164E+01    0.238522972568151204E+01   -0.283268730038022227E+03
   -0.155399302134551487E+01    0.270178270549514554E+01    0.233290361943370606E+01   -0.283228552801359513E+03
   -0.157683209015780612E+01    0.271658465489117384E+01    0.237983521359277184E+01   -0.282935756100952119E+03
   -0.159118405067069713E+01    0.273863416537358351E+01    0.239745345754193906E+01   -0.282869002865185962E+03
   -0.155084835846860702E+01    0.269815097465946030E+01    0.233458491884295327E+01   -0.282774519011469806E+03
   -0.156615841792693544E+01    0.272143106665114587E+01    0.235111344835971003E+01   -0.282771454965691419E+03
   -0.153660916120564650E+01    0.266522596161492542E+01    0.231790065848273663E+01   -0.282757425854389169E+03
   -0.153061685344191289E+01    0.263625751713502332E+01    0.231140903197491987E+01   -0.282750559355907512E+03
   -0.158293852083870235E+01    0.271548448056726155E+01    0.237880926541913063E+01   -0.282749374765673906E+03
   -0.157667547907002881E+01    0.270421652199636142E+01    0.238151785435655405E+01   -0.282541729793341915E+03
   -0.159155192030232584E+01    0.274568258464748638E+01    0.239406869684783707E+01   -0.282484603231864128E+03
   -0.153313522174806316E+01    0.263857170068489921E+01    0.231588896946156630E+01   -0.282426206460028538E+03
   -0.154212675095390495E+01    0.265951169652689279E+01    0.231948300680796038E+01   -0.282420283963745760E+03
   -0.153430739484464240E+01    0.264503273070984246E+01    0.231116803444870733E+01   -0.282374445566217219E+03
   -0.157262996738312477E+01    0.268369188516407764E+01    0.236884592511344394E+01   -0.282342230614506775E+03
   -0.155603559361095289E+01    0.268085616642505675E+01    0.233784369873593789E+01   -0.282327930193734801E+03
   -0.156415219328094146E+01    0.268169535123258873E+01    0.236457125929478451E+01   -0.282268998757472389E+03
   -0.158845152236968001E+01    0.271551152206497592E+01    0.239531714436413345E+01   -0.282209607799248602E+03
   -0.159145934876597206E+01    0.273852743622789063E+01    0.239652092253395921E+01   -0.282129377412596682E+03
   -0.157906021035154787E+01    0.269408802629500288E+01    0.238398737490049406E+01   -0.282122327998417006E+03
   -0.159131100247115675E+01    0.273584704425500824E+01    0.239276814799785598E+01   -0.282083789513620843E+03
   -0.155327213029244859E+01    0.265293022268790502E+01    0.234380947562413056E+01   -0.282077203455106883E+03
   -0.157274409433032414E+01    0.270292625785331175E+01    0.236281431351269511E+01   -0.282061021364783073E+03
   -0.154242623111837585E+01    0.265152221421278167E+01    0.232264734634962622E+01   -0.282057312290472510E+03
   -0.157017547332218133E+01    0.267681477788885891E+01    0.236782624115816809E+01   -0.282056709335488790E+03
   -0.155410960954945931E+01    0.268342936641136687E+01    0.233444486858299172E+01   -0.282051247194481107E+03
   -0.157109160630345279E+01    0.268670919803177677E+01    0.236438147807287891E+01   -0.282035035037142507E+03
   -0.156811317737969436E+01    0.271882339179282617E+01    0.235397256688627365E+01   -0.281983226631516800E+03
   -0.155019840144487731E+01    0.269620047920946426E+01    0.233220275503421171E+01   -0.281953086500409427E+03
   -0.154425661001226810E+01    0.266717197331785982E+01    0.232173765651791442E+01   -0.281893319788691258E+03
   -0.156583639053300416E+01    0.272118108006032156E+01    0.235326192973257520E+01   -0.281880344750136715E+03
   -0.154580514051887530E+01    0.264965167792492906E+01    0.233685711147685105E+01   -0.281879438114206380E+03
   -0.158054391818242479E+01    0.269721506842033421E+01    0.238531611141259248E+01   -0.281857874721403846E+03
   -0.154044659633297343E+01    0.266004374028541335E+01    0.232660911586849650E+01   -0.281804464315434529E+03
   -0.158229690750878049E+01    0.270552651083279949E+01    0.238161206918993607E+01   -0.281803200588122138E+03
   -0.157201603550857616E+01    0.268595109231093732E+01    0.237508933163895009E+01   -0.281764090007319396E+03
   -0.158974528878528965E+01    0.273744947279051054E+01    0.239001345979144375E+01   -0.281755187856277644E+03
   -0.158049573371017882E+01    0.271331698842744240E+01    0.237542732345401575E+01   -0.281745194792459074E+03
   -0.158007957344887373E+01    0.273026078178848453E+01    0.237271407462853468E+01   -0.281730731760074718E+03
   -0.154471296363594490E+01    0.266155753278131213E+01    0.232378901379196634E+01   -0.281715771508933642E+03
   -0.156528323537054792E+01    0.271133401931378470E+01    0.234983009461130266E+01   -0.281708842881924170E+03
   -0.157751063989204887E+01    0.273218019234162846E+01    0.236914523176313097E+01   -0.281694106809013533E+03
   -0.155165419991435272E+01    0.269815353500344646E+01    0.233375032768996604E+01   -0.281685409822227200E+03
   -0.154866884626659473E+01    0.264931764451900786E+01    0.234006196197957195E+01   -0.281673384935038200E+03
   -0.158962479648983113E+01    0.273665975384688798E+01    0.239368484279126825E+01   -0.281671676369288662E+03
   -0.158817785628462183E+01    0.272686099551520655E+01    0.239401642328374287E+01   -0.281649051979306250E+03
   -0.158025591778670993E+01    0.273289316076206923E+01    0.237942719435455174E+01   -0.281640311006155684E+03
   -0.156053806631214087E+01    0.271057848543946012E+01    0.234895110577024724E+01   -0.281606239206479358E+03
   -0.153328803827163895E+01    0.264253070932145162E+01    0.231420820796344628E+01   -0.281583022320141652E+03
   -0.158776774722537173E+01    0.273051787104441113E+01    0.238679404319004185E+01   -0.281582424678790517E+03
   -0.155951907828145231E+01    0.270523108600288209E+01    0.234973576007536700E+01   -0.281577815273074521E+03
   -0.156175621557592770E+01    0.271403023432415980E+01    0.234891345272375673E+01   -0.281570062917761049E+03
   -0.154721578507652957E+01    0.264903921076944027E+01    0.233808021160075086E+01   -0.281548102485386664E+03
   -0.157417088462936938E+01    0.272673662043126130E+01    0.236378744356155934E+01   -0.281544997527453859E+03
   -0.158789675051062495E+01    0.273699979921501857E+01    0.239077894400338664E+01   -0.281532098025479286E+03
   -0.156168833773726590E+01    0.267798988767728297E+01    0.234925620243018685E+01   -0.281527946934326337E+03
   -0.157492027803628254E+01    0.268876939278527649E+01    0.237827753828494259E+01   -0.281527757409441051E+03
   -0.157632373312583240E+01    0.272217315081044831E+01    0.236692017851435388E+01   -0.281504136481747537E+03
   -0.153479295117062620E+01    0.264487094509194165E+01    0.231358830555543449E+01   -0.281457557207760317E+03
   -0.154364517397157286E+01    0.268163974918137304E+01    0.232414658068050883E+01   -0.281453231582322417E+03
   -0.158799987088279160E+01    0.273853327827289306E+01    0.238991975421542158E+01   -0.281450406313576138E+03
   -0.156339352116940589E+01    0.268580750999681950E+01    0.236227633600967124E+01   -0.281441822535349900E+03
   -0.156066013390499414E+01    0.266749313104955554E+01    0.235166941372575877E+01   -0.281436883060653372E+03
   -0.158797956092787551E+01    0.272291859387716162E+01    0.239381628125765644E+01   -0.281434378014432639E+03
   -0.155658093513235229E+01    0.269724520175486848E+01    0.234687250041994844E+01   -0.281420641958396232E+03
   -0.155772554184311041E+01    0.268485182498139174E+01    0.234058639420636894E+01   -0.281415694717377448E+03
   -0.158030783022458898E+01    0.271251854822467919E+01    0.237556910461742099E+01   -0.281414703227786617E+03
   -0.154110376534906646E+01    0.264365460978908562E+01    0.232753610015246970E+01   -0.281409537185764634E+03
   -0.154673313962050774E+01    0.268061151311163570E+01    0.233263257457481821E+01   -0.281379448244628520E+03
   -0.154588781795893215E+01    0.268315811539348514E+01    0.232379886876701569E+01   -0.281378785705448706E+03
   -0.154915103421112654E+01    0.268409084398002218E+01    0.233644166323361446E+01   -0.281369876153065775E+03
   -0.155724965736594712E+01    0.268036700330786282E+01    0.234072607631740048E+01   -0.281366324612293340E+03
   -0.158718382076446485E+01    0.271689386714958703E+01    0.238968944248077975E+01   -0.281363070895833289E+03
   -0.157433014871566623E+01    0.271327180139950563E+01    0.236444131327483120E+01   -0.281362882771123566E+03
   -0.157362688457518907E+01    0.268483391357933288E+01    0.237246534323024250E+01   -0.281352144635187528E+03
   -0.155307039875295416E+01    0.269598693573769443E+01    0.233335299258484952E+01   -0.281328211899664552E+03
   -0.158939187263061932E+01    0.273220831231368200E+01    0.239068168396544145E+01   -0.281317862580567805E+03
   -0.156220883896990159E+01    0.268772452511150650E+01    0.235991288042490766E+01   -0.281312854988733989E+03
   -0.157497290564065295E+01    0.272084860916681182E+01    0.237396019360087074E+01   -0.281287102101961182E+03
   -0.154263491001908726E+01    0.266860946850308878E+01    0.231978740713626941E+01   -0.281282120428551877E+03
   -0.158458717077927869E+01    0.271561985889243740E+01    0.238390350790721328E+01   -0.281233419366100634E+03
