    0.182534045272395007E+01   -0.150661029097548060E+01    0.232369194910803412E+01   -0.746209042479723195E+00   -0.321829693887346139E+03
    0.311646500785693403E+01   -0.158011552418754131E+01    0.232566464708223020E+01   -0.782053533589006200E+00   -0.320899160266511331E+03
    0.406762785904454027E+01   -0.153469665691438939E+01    0.230351299237178075E+01   -0.750709824930477332E+00   -0.320396276988602551E+03
    0.444871321075581427E+01   -0.155244989087542073E+01    0.230704126749798766E+01   -0.760530756270685337E+00   -0.320046498106955823E+03
    0.512750534007546399E+01   -0.157201736068610520E+01    0.233056971726271556E+01   -0.776400337371011773E+00   -0.319877343986370136E+03
    0.188102377242193852E+01   -0.151405460268096426E+01    0.231547604699057441E+01   -0.749791528536154495E+00   -0.319875592856830849E+03
    0.349677299582217893E+01   -0.155519321262084920E+01    0.233467937315181118E+01   -0.759913470146387660E+00   -0.319870761812693729E+03
    0.446412177830318058E+01   -0.154083417157452174E+01    0.230948937411383293E+01   -0.756189749209768891E+00   -0.319867949011616361E+03
    0.928166119731572792E+01   -0.155953425827646819E+01    0.232983390208631036E+01   -0.764712535087435086E+00   -0.319828802690137593E+03
    0.268322647653219226E+01   -0.158128887853403355E+01    0.233175647174863299E+01   -0.777371090352087180E+00   -0.319697553910988518E+03
    0.363286134058458288E+01   -0.158267210963216520E+01    0.235170131604146260E+01   -0.784097550945491051E+00   -0.319580245399418232E+03
    0.317298144514786928E+01   -0.156109189322301889E+01    0.232654966464435642E+01   -0.775946148014055481E+00   -0.319573074524631522E+03
    0.359203079451958596E+01   -0.153491427319177109E+01    0.230720617354425039E+01   -0.747474360101184843E+00   -0.319420878024938190E+03
    0.592352843487771263E+01   -0.155953550618434389E+01    0.232073520493600727E+01   -0.767037526735783182E+00   -0.319240402150863133E+03
    0.393445113639431332E+01   -0.157070937372802799E+01    0.235247607552772786E+01   -0.779046698837619900E+00   -0.319199205313877201E+03
    0.708941725658297450E+01   -0.156760154085846470E+01    0.233610086025807417E+01   -0.769561924800815866E+00   -0.319066883529754136E+03
    0.262128220612695673E+01   -0.152865106581729959E+01    0.233674415966997939E+01   -0.750439737646736660E+00   -0.319060198105604059E+03
    0.199473494265786333E+01   -0.155825454308065847E+01    0.233508621704200170E+01   -0.766366566606770050E+00   -0.318969166369674042E+03
    0.236540578703760040E+01   -0.153961058078389668E+01    0.233693362939302052E+01   -0.754344973863096513E+00   -0.318804189703038219E+03
    0.339151760555532400E+01   -0.157124059393476290E+01    0.235582465878701663E+01   -0.775845685173687016E+00   -0.318752627944136179E+03
    0.541446731797710079E+01   -0.156759409149809725E+01    0.233872482901879941E+01   -0.773726405852884547E+00   -0.318582358091446906E+03
    0.235983388079287071E+01   -0.152621808240466161E+01    0.230487857010793329E+01   -0.753846642256075228E+00   -0.318497016851680257E+03
    0.352036680330468066E+01   -0.155359552421875291E+01    0.234522140085190856E+01   -0.772540122695239084E+00   -0.318336369129436605E+03
    0.250783732746387944E+01   -0.155294421032427321E+01    0.233901927323901893E+01   -0.760773133571009730E+00   -0.318325228977864356E+03
    0.270673471370983565E+01   -0.157672426120942966E+01    0.233992018958352155E+01   -0.782787099146072585E+00   -0.318262371881797776E+03
    0.171533175226651524E+01   -0.152063557178681430E+01    0.230936650688333289E+01   -0.747713465396063093E+00   -0.318228995588180112E+03
    0.397233587032933899E+01   -0.155518841432075572E+01    0.233852559325182163E+01   -0.771066524397657993E+00   -0.318225310260855338E+03
    0.203211995861178263E+01   -0.154319824604725531E+01    0.230598029432694940E+01   -0.754344838447183363E+00   -0.318084173193531626E+03
    0.380272910354156890E+01   -0.156028868007174104E+01    0.233480831011799683E+01   -0.764568497361087118E+00   -0.318028896324061634E+03
    0.376362649566850793E+01   -0.156660194604948289E+01    0.233217954226236035E+01   -0.775997132753808216E+00   -0.318009763942618861E+03
    0.291145169839782092E+01   -0.152856654256527635E+01    0.233535772511186446E+01   -0.758455553117133974E+00   -0.317993722394541805E+03
    0.330953471211739769E+01   -0.154174848349915350E+01    0.234593469364364271E+01   -0.762807320983821313E+00   -0.317976662799249993E+03
    0.242821997982817583E+01   -0.152594686738284246E+01    0.234007530080978876E+01   -0.754029413814389926E+00   -0.317916275083404287E+03
    0.238936619144106643E+01   -0.153048423331580619E+01    0.234071585884967570E+01   -0.761267881627219367E+00   -0.317894413752476623E+03
    0.272508239844356437E+01   -0.154685502655569329E+01    0.233286815461268748E+01   -0.756130012552773678E+00   -0.317879335742799185E+03
    0.220619759098889334E+01   -0.155253231220396049E+01    0.235313781961921009E+01   -0.770732469721286506E+00   -0.317873386398683579E+03
    0.230034331088644928E+01   -0.156913452365391071E+01    0.233115900296245115E+01   -0.771921183558241353E+00   -0.317813571308719645E+03
    0.336899255010359733E+01   -0.156217142039864831E+01    0.233831985434989598E+01   -0.765470913327383151E+00   -0.317805205124612769E+03
    0.437523585227703649E+01   -0.154565201415697340E+01    0.232810964336122117E+01   -0.760317317566874706E+00   -0.317751794578171030E+03
    0.205449087597663960E+01   -0.156177598360241898E+01    0.233013665425593608E+01   -0.770376394996189262E+00   -0.317716175411294330E+03
    0.261154048432372576E+01   -0.156230898560103326E+01    0.234434231839609053E+01   -0.767399170120045326E+00   -0.317686751475379538E+03
    0.274532911174860317E+01   -0.152922668761046698E+01    0.230903150150658920E+01   -0.755673042213437895E+00   -0.317677895506887182E+03
    0.365452136705734754E+01   -0.156478298300438334E+01    0.232360297949895722E+01   -0.773169443686321678E+00   -0.317662780404867931E+03
    0.226535526801328668E+01   -0.154736692705844137E+01    0.235149943714458409E+01   -0.769793980007844603E+00   -0.317648396872594162E+03
    0.464399513909066730E+01   -0.155797196139115446E+01    0.233163026540949359E+01   -0.765335351726151636E+00   -0.317630673245424077E+03
    0.345683180472993268E+01   -0.156429970468497292E+01    0.231221134558710828E+01   -0.767249314990831266E+00   -0.317583315864348549E+03
    0.301307606188873667E+01   -0.156738348095746738E+01    0.235095117727044922E+01   -0.772074483692155589E+00   -0.317568370293332862E+03
    0.385640543868018337E+01   -0.153681602667392814E+01    0.232077808042925726E+01   -0.754353417078686306E+00   -0.317486965284744883E+03
    0.419108969352138594E+01   -0.155893370414347454E+01    0.234095615975721971E+01   -0.769687112028314857E+00   -0.317485083056171504E+03
    0.327061578750731297E+01   -0.157984059791737574E+01    0.233634538184843299E+01   -0.780103099909605469E+00   -0.317478625248073911E+03
    0.276592573087907301E+01   -0.152685961732472553E+01    0.233433316792626044E+01   -0.757313749635176947E+00   -0.317472379288292984E+03
    0.344125927276987253E+01   -0.154211218356589574E+01    0.233427966422130240E+01   -0.756821827577413231E+00   -0.317321611567961270E+03
    0.277565415916118852E+01   -0.153520275328838718E+01    0.233210885716863991E+01   -0.763468792798498441E+00   -0.317314802234863237E+03
    0.264754646701894814E+01   -0.155645465248020898E+01    0.233428179086266852E+01   -0.761667519982704100E+00   -0.317294006436771554E+03
    0.319983972205371581E+01   -0.154447268211870603E+01    0.230150689797633268E+01   -0.754074161659877618E+00   -0.317206700392344544E+03
    0.437417494853949673E+01   -0.156150477426054746E+01    0.232891195153537689E+01   -0.767255410585260478E+00   -0.317178746996826078E+03
