    0.139187132716178913E+00    0.161146593093872070E+01    0.388338899612426758E+01    0.412078827619552612E+01   -0.102541051592992754E+14   -0.570378062280500497E+01    1
    0.682806012570858023E+01    0.110995888710021973E+01    0.353140711784362793E+01    0.475257170200347900E+01   -0.167048193935539844E+13   -0.570711395613835482E+01    1
    0.300947778820991507E+01    0.217429876327514648E+00    0.360600304603576660E+01    0.458248335123062134E+01   -0.209596026510180420E+12   -0.571044728947168334E+01    1
    0.162187054097652439E+01   -0.250170469284057617E+00    0.375832939147949219E+01    0.413828498125076294E+01   -0.382977028310233765E+11   -0.571378062280501098E+01    1
    0.175006505787372602E+01   -0.176432538032531738E+01    0.283346176147460938E+01    0.494378906488418579E+01   -0.370700447897264481E+11   -0.571711395613834394E+01    1
    0.521688149809837309E+01    0.800939798355102539E+00    0.322981023788452148E+01    0.379530143737792969E+01   -0.261597636587776756E+11   -0.572044728947168135E+01    1
    0.438279660761356382E+01    0.125439834594726562E+01    0.367197203636169434E+01    0.241601020097732544E+01   -0.221117593823941345E+11   -0.572378062280502586E+01    1
    0.179981017529964449E+01    0.508851289749145508E+00    0.352191615104675293E+01    0.335741829872131348E+01   -0.177524960725975990E+11   -0.572711395613835883E+01    1
    0.126117467403411876E+01   -0.232341289520263672E-01    0.366556549072265625E+01    0.362345987558364868E+01   -0.159264313407766953E+11   -0.573044728947169002E+01    1
    0.685332508623599956E+01   -0.113867926597595215E+01    0.221523714065551758E+01    0.490554034709930420E+01   -0.134013780476048794E+11   -0.573378062280501766E+01    1
    0.597686973154544798E+01    0.194553780555725098E+01    0.331472873687744141E+01    0.245892322063446045E+01   -0.131447069046653461E+11   -0.573711395613834529E+01    1
    0.412114617407321937E+01   -0.995714426040649414E+00    0.366856718063354492E+01    0.416712903976440430E+01   -0.938981559118861008E+10   -0.574044728947167915E+01    1
    0.559358128547668443E+01    0.129900288581848145E+01    0.300746560096740723E+01    0.352009254693984985E+01   -0.882433822496519852E+10   -0.574378062280501744E+01    1
    0.674063312053680441E+01   -0.198454642295837402E+01    0.232120847702026367E+01    0.424742269515991211E+01   -0.876617779280857658E+10   -0.574711395613836196E+01    1
    0.151266672372817990E+01    0.712334871292114258E+00    0.307491254806518555E+01    0.365418630838394165E+01   -0.860386968852080917E+10   -0.575044728947169581E+01    1
    0.608601579010486571E+01    0.822690248489379883E+00    0.352726840972900391E+01    0.260789763927459717E+01   -0.626441350186598969E+10   -0.575378062280501634E+01    1
    0.211853036165237407E+01   -0.446429491043090820E+00    0.274515795707702637E+01    0.433954429626464844E+01   -0.617949930554450035E+10   -0.575711395613834398E+01    1
    0.833235064268112247E+01    0.542743444442749023E+00    0.229543018341064453E+01    0.496762788295745850E+01   -0.441968265050935173E+10   -0.576044728947168139E+01    1
    0.639642765700817062E+01    0.185998439788818359E+01    0.260236692428588867E+01    0.411583417654037476E+01   -0.318703985639673948E+10   -0.576378062280501613E+01    1
    0.524812775790691344E+01    0.149259614944458008E+01    0.242993068695068359E+01    0.450932645797729492E+01   -0.217176547709477282E+10   -0.576711395613835531E+01    1
    0.666039915621280620E+01    0.955674886703491211E+00    0.229628038406372070E+01    0.473056542873382568E+01   -0.199506654407468224E+10   -0.577044728947169805E+01    1
    0.872283808410167616E+01   -0.111397719383239746E+01    0.398553276062011719E+01    0.340657901763916016E+01   -0.164155597065312862E+10   -0.577378062280503279E+01    1
    0.109530839204788211E+01   -0.114814496040344238E+01    0.370205497741699219E+01    0.345230150222778320E+01   -0.155984566962763333E+10   -0.577711395613835421E+01    1
    0.815035658657550854E+01   -0.151038646697998047E+01    0.390959763526916504E+01    0.340863513946533203E+01   -0.115503162147992563E+10   -0.578044728947167474E+01    1
    0.242357846498489404E+00   -0.285923957824707031E+00    0.162470555305480957E+01    0.497419095039367676E+01   -0.114606063212223363E+10   -0.578378062280501393E+01    1
    0.464217182517051707E+01    0.976293087005615234E-01    0.390696287155151367E+01    0.206923305988311768E+01   -0.110478039862757945E+10   -0.578711395613835577E+01    1
    0.224969319880008678E+01   -0.182995295524597168E+01    0.136698222160339355E+01    0.354789018630981445E+01   -0.962868391099138737E+09   -0.579044728947169407E+01    1
    0.591764444828033476E+01   -0.184459233283996582E+01    0.364747071266174316E+01    0.331115752458572388E+01   -0.947014671296065927E+09   -0.579378062280503325E+01    1
    0.888994349837303233E+01    0.431944608688354492E+00    0.221981024742126465E+01    0.437214851379394531E+01   -0.881529155126283407E+09   -0.579711395613835734E+01    1
    0.773492751419544255E+01    0.127360105514526367E+01    0.306658339500427246E+01    0.236280673742294312E+01   -0.829349844622310400E+09   -0.580044728947169297E+01    1
    0.761430772185325644E+01   -0.843655824661254883E+00    0.325190377235412598E+01    0.319801837205886841E+01   -0.825283740678445101E+09   -0.580378062280502593E+01    1
    0.560807454824447582E+01    0.862001895904541016E+00    0.209190773963928223E+01    0.474971371889114380E+01   -0.797568090290285945E+09   -0.580711395613834647E+01    1
    0.938174980282783544E+01   -0.108960628509521484E+01    0.345435023307800293E+01    0.314367473125457764E+01   -0.701522401092315197E+09   -0.581044728947168032E+01    1
    0.897906634628772693E+01   -0.929203271865844727E+00    0.323979854583740234E+01    0.311208087205886841E+01   -0.625310395533469200E+09   -0.581378062280502572E+01    1
    0.439883446872234352E+01   -0.112767672538757324E+01    0.123613357543945312E+01    0.431928402185440063E+01   -0.560039942246034026E+09   -0.581711395613836935E+01    1
    0.955897906482219639E+01   -0.138254141807556152E+01    0.272116589546203613E+01    0.324241381883621216E+01   -0.551487099613047719E+09   -0.582044728947169965E+01    1
    0.301553828239440902E+01   -0.150254154205322266E+01    0.364188861846923828E+01    0.307016968727111816E+01   -0.515214765993397593E+09   -0.582378062280502462E+01    1
    0.641367249608039813E+01   -0.103463530540466309E+01    0.349251675605773926E+01    0.295273274183273315E+01   -0.487109374476460457E+09   -0.582711395613835315E+01    1
    0.817344934403896239E+01   -0.129113388061523438E+01    0.170407247543334961E+01    0.363257473707199097E+01   -0.465698165581419289E+09   -0.583044728947169411E+01    1
    0.677388962090015401E+01    0.620331287384033203E+00    0.279170322418212891E+01    0.289312160015106201E+01   -0.382813766520558655E+09   -0.583378062280502441E+01    1
