1.012378260397279295e+00 -1.590924759718383763e+00 1.681843396134840463e+00 -2.858119447368578037e+00 -4.772806257972571586e+01
1.795807614456371715e+00 -1.460748444236907417e+00 1.723195730088674882e+00 -2.853746447290868016e+00 -6.743463224563555514e+01
2.108862721040812183e+00 -1.681205333914501443e+00 1.572036321641851364e+00 -2.817374358711416171e+00 -5.985065444192115081e+01
2.559901081752606888e+00 -1.131135243259266288e+00 1.094192868561465914e+00 -1.986734628937460556e+00 -9.211000107380334612e+01
1.221123292673417904e+00 -1.319590457218919877e+00 1.755321436863767959e+00 -2.547297310481457799e+00 -4.441906883916989557e+01
9.519631338257747988e-01 -1.374051124055228668e+00 1.721167611841512901e+00 -2.530080334357329708e+00 -4.600688228839193528e+01
2.204649723467284161e+00 -1.701288446980778524e+00 1.663186031320822433e+00 -2.816060565967155149e+00 -5.894703065517103369e+01
1.909121422377502375e+00 -1.697548805308251030e+00 1.677832985521996223e+00 -2.908155537909600685e+00 -5.362081257510691046e+01
2.203778713845305770e+00 -1.642234218863687145e+00 1.494208448539535716e+00 -2.802291338758798211e+00 -6.500004153047224520e+01
2.104932523584293058e+00 -1.237650824103439184e+00 1.377099768216824449e+00 -2.161913034622291896e+00 -8.442681894409234644e+01
1.499092280496669316e+00 -1.732414067933189417e+00 1.944091428650809084e+00 -3.025570299556223031e+00 -4.198021077737411844e+01
1.698507738191018523e+00 -1.533170758198985517e+00 1.530256358582279930e+00 -2.648286644502271692e+00 -5.527842646638566038e+01
9.119885217451683124e-01 -1.583794227487822948e+00 1.853031130153812267e+00 -2.842513081239104622e+00 -4.216945933872115404e+01
1.975607434751945446e+00 -1.399611677487434092e+00 1.421601278670624025e+00 -2.422462996015821712e+00 -6.592633477410154796e+01
8.697499001371189475e-01 -1.486663925262330377e+00 1.997364364364595524e+00 -2.854420953362204028e+00 -3.447865849680086114e+01
1.702488110651879882e+00 -1.369537649726639161e+00 1.536831021658629615e+00 -2.482869387374662562e+00 -5.675192605206110841e+01
2.021215337510283039e+00 -1.463923920488276353e+00 1.441028673185855702e+00 -2.510135795963199801e+00 -6.433543432468943024e+01
1.700474659516780340e+00 -1.454672809860154237e+00 1.546148088251172004e+00 -2.479413791846319715e+00 -6.331325990350614319e+01
1.401428822991386491e+00 -1.627225443610168520e+00 1.884410644739922258e+00 -2.868820058210733936e+00 -4.007616545485608128e+01
7.154086144145093140e-01 -1.375615706152839346e+00 1.921547509884640181e+00 -2.686314755517664299e+00 -3.537110524876350581e+01
1.203784661598975125e+00 -1.519306956669292719e+00 1.650440461364210964e+00 -2.696578760814812625e+00 -4.607840735151387435e+01
1.351852710413390835e+00 -1.556964456187891921e+00 1.706454911474057035e+00 -2.774815749074902804e+00 -4.446875512108191231e+01
1.461710550509015549e+00 -1.178537564769574386e+00 1.463080051754805044e+00 -2.421873523877819512e+00 -6.760772340697697302e+01
1.512851147748458747e+00 -1.635290864385596121e+00 1.637114593579894528e+00 -2.819619767800347621e+00 -5.048885601269141432e+01
1.699997255538502561e+00 -1.066013281586894790e+00 1.448436043782483695e+00 -2.183263862091151974e+00 -7.252911535518015285e+01
9.041174515217438312e-01 -1.352597526972802333e+00 1.681581355377157472e+00 -2.609890571840300044e+00 -4.119562471283322225e+01
1.917199115426867939e+00 -1.810269303311467848e+00 1.676554126339164785e+00 -2.992310776085385537e+00 -5.739684600479915844e+01
1.985601595167370892e+00 -1.582167710656450677e+00 1.623202661423768678e+00 -2.817476023726622980e+00 -5.834393542317148729e+01
1.809045453284146454e+00 -1.575625322806562201e+00 1.573885868139248911e+00 -2.685633900502763627e+00 -5.569925639265187556e+01
1.611767568556193186e+00 -1.379967150583674362e+00 1.613846564198613498e+00 -2.478766658058284111e+00 -5.588422552707727675e+01
2.001519214398923552e+00 -1.260370090798214937e+00 1.442262194631803274e+00 -2.391810027146597406e+00 -6.994123572635899677e+01
2.200925801782689373e+00 -1.638251689027686808e+00 1.476326950402498062e+00 -2.697525622020435332e+00 -6.575491375746588574e+01
1.278563220659464594e+00 -1.585812863505299264e+00 1.645772285693631209e+00 -2.800488031329084748e+00 -4.767701887186156995e+01
1.830654030555554979e+00 -1.572041220110675708e+00 1.689214660031906456e+00 -2.867361895718143483e+00 -5.654616979689652112e+01
1.989845255069240482e+00 -1.672036680049992174e+00 1.585031792473212908e+00 -2.817822744131782908e+00 -5.773398054351579134e+01
2.335038960394928420e+00 -1.258589721279768092e+00 1.274347853073531045e+00 -2.206939054429404301e+00 -7.996835154223913378e+01
1.221123292673417904e+00 -1.319590457218919877e+00 1.755321436863767959e+00 -2.547297310481457799e+00 -4.441906883916989557e+01
9.519631338257747988e-01 -1.374051124055228668e+00 1.721167611841512901e+00 -2.530080334357329708e+00 -4.600688228839193528e+01
2.204649723467284161e+00 -1.701288446980778524e+00 1.663186031320822433e+00 -2.816060565967155149e+00 -5.894703065517103369e+01
1.640189928442838951e+00 -1.549808718804731145e+00 1.708122435568887099e+00 -2.767099715210481481e+00 -4.756407587956514504e+01
2.113828429960728617e+00 -1.905138886312894186e+00 1.644874956466006788e+00 -3.210275541093166929e+00 -6.585577796185086186e+01
2.067212654939873495e+00 -1.339601115001377796e+00 1.405903769057006425e+00 -2.318809335522375559e+00 -7.248578366334997725e+01
1.499092280496669316e+00 -1.732414067933189417e+00 1.944091428650809084e+00 -3.025570299556223031e+00 -4.198021077737411844e+01
1.698507738191018523e+00 -1.533170758198985517e+00 1.530256358582279930e+00 -2.648286644502271692e+00 -5.527842646638566038e+01
9.119885217451683124e-01 -1.583794227487822948e+00 1.853031130153812267e+00 -2.842513081239104622e+00 -4.216945933872115404e+01
1.775293718157076039e+00 -1.479019301711538503e+00 1.583061601805956897e+00 -2.578183603201928520e+00 -5.569741371490624005e+01
8.697499001371189475e-01 -1.486663925262330377e+00 1.997364364364595524e+00 -2.854420953362204028e+00 -3.447865849680086114e+01
1.327717097666178514e+00 -1.471115380839013609e+00 1.686739556248535665e+00 -2.653374259679412539e+00 -4.459069322502217148e+01
2.021215337510283039e+00 -1.463923920488276353e+00 1.441028673185855702e+00 -2.510135795963199801e+00 -6.433543432468943024e+01
1.700474659516780340e+00 -1.454672809860154237e+00 1.546148088251172004e+00 -2.479413791846319715e+00 -6.331325990350614319e+01
1.401428822991386491e+00 -1.627225443610168520e+00 1.884410644739922258e+00 -2.868820058210733936e+00 -4.007616545485608128e+01
7.154086144145093140e-01 -1.375615706152839346e+00 1.921547509884640181e+00 -2.686314755517664299e+00 -3.537110524876350581e+01
8.237230409562258382e-01 -1.508656354085840867e+00 1.742769618907152429e+00 -2.733678263260597152e+00 -4.504530916903556204e+01
1.351852710413390835e+00 -1.556964456187891921e+00 1.706454911474057035e+00 -2.774815749074902804e+00 -4.446875512108191231e+01
1.372890708916318925e+00 -1.224769919086211800e+00 1.543245934371581862e+00 -2.486774449545758436e+00 -5.997727025074803464e+01
1.512851147748458747e+00 -1.635290864385596121e+00 1.637114593579894528e+00 -2.819619767800347621e+00 -5.048885601269141432e+01
1.746379268404223195e+00 -1.122154042188700185e+00 1.443920062463437626e+00 -2.223518316185792987e+00 -7.019288191278948830e+01
9.041174515217438312e-01 -1.352597526972802333e+00 1.681581355377157472e+00 -2.609890571840300044e+00 -4.119562471283322225e+01
1.879923306636727798e+00 -1.729397847109493291e+00 1.641168894941021472e+00 -2.886612750257188775e+00 -5.591797802248750315e+01
1.985601595167370892e+00 -1.582167710656450677e+00 1.623202661423768678e+00 -2.817476023726622980e+00 -5.834393542317148729e+01
1.804116202265810376e+00 -1.564931102593066781e+00 1.569206621905174126e+00 -2.671656682613729572e+00 -5.581494480958728843e+01
1.611767568556193186e+00 -1.379967150583674362e+00 1.613846564198613498e+00 -2.478766658058284111e+00 -5.588422552707727675e+01
2.001519214398923552e+00 -1.260370090798214937e+00 1.442262194631803274e+00 -2.391810027146597406e+00 -6.994123572635899677e+01
2.072244672626291973e+00 -1.581869826442476423e+00 1.554741976726386588e+00 -2.747147369012878038e+00 -5.992496182256742543e+01
1.270493986038966128e+00 -1.548413599041035038e+00 1.661161890699456078e+00 -2.764919474718969816e+00 -4.579938331738186719e+01
1.806298109852590761e+00 -1.569198201227696376e+00 1.691632523957653511e+00 -2.854540699015650329e+00 -5.505130255270830730e+01
1.989845255069240482e+00 -1.672036680049992174e+00 1.585031792473212908e+00 -2.817822744131782908e+00 -5.773398054351579134e+01
2.335038960394928420e+00 -1.258589721279768092e+00 1.274347853073531045e+00 -2.206939054429404301e+00 -7.996835154223913378e+01
1.206089050515412930e+00 -1.326731701253782703e+00 1.773865956486011974e+00 -2.551522062384767864e+00 -4.396019396086248321e+01
9.519631338257747988e-01 -1.374051124055228668e+00 1.721167611841512901e+00 -2.530080334357329708e+00 -4.600688228839193528e+01
1.769491278754228958e+00 -1.631323891262065784e+00 1.772123437051650985e+00 -2.828565509203851747e+00 -4.729042158439358445e+01
1.640189928442838951e+00 -1.549808718804731145e+00 1.708122435568887099e+00 -2.767099715210481481e+00 -4.756407587956514504e+01
2.113828429960728617e+00 -1.905138886312894186e+00 1.644874956466006788e+00 -3.210275541093166929e+00 -6.585577796185086186e+01
1.876626397429737469e+00 -1.397511074922404450e+00 1.485976630085837691e+00 -2.440298603162490476e+00 -6.308650400289812410e+01
1.499092280496669316e+00 -1.732414067933189417e+00 1.944091428650809084e+00 -3.025570299556223031e+00 -4.198021077737411844e+01
1.712161691278307973e+00 -1.520878129677167845e+00 1.526291267221480563e+00 -2.636729591465249989e+00 -5.545810650602823699e+01
9.119885217451683124e-01 -1.583794227487822948e+00 1.853031130153812267e+00 -2.842513081239104622e+00 -4.216945933872115404e+01
1.809976662121149271e+00 -1.479631780630606297e+00 1.575027543457918622e+00 -2.572357040316739951e+00 -5.667118858800875358e+01
8.697499001371189475e-01 -1.486663925262330377e+00 1.997364364364595524e+00 -2.854420953362204028e+00 -3.447865849680086114e+01
1.327717097666178514e+00 -1.471115380839013609e+00 1.686739556248535665e+00 -2.653374259679412539e+00 -4.459069322502217148e+01
2.021215337510283039e+00 -1.463923920488276353e+00 1.441028673185855702e+00 -2.510135795963199801e+00 -6.433543432468943024e+01
1.700474659516780340e+00 -1.454672809860154237e+00 1.546148088251172004e+00 -2.479413791846319715e+00 -6.331325990350614319e+01
1.609658501253973251e+00 -1.669962774845734854e+00 1.935464080857591807e+00 -2.917530895729377072e+00 -4.092814734889758910e+01
7.154086144145093140e-01 -1.375615706152839346e+00 1.921547509884640181e+00 -2.686314755517664299e+00 -3.537110524876350581e+01
8.237230409562258382e-01 -1.508656354085840867e+00 1.742769618907152429e+00 -2.733678263260597152e+00 -4.504530916903556204e+01
1.170105513922508722e+00 -1.497617683984421078e+00 1.728924540648256070e+00 -2.736338333959793978e+00 -4.157820530199634135e+01
1.386333108551724758e+00 -1.241116025335861517e+00 1.551537525433866138e+00 -2.500871925234768423e+00 -5.899775477986757011e+01
1.512851147748458747e+00 -1.635290864385596121e+00 1.637114593579894528e+00 -2.819619767800347621e+00 -5.048885601269141432e+01
