-6.813912699447970454e+02 -6.811709208302478373e+02 -6.801193162899133995e+02 -6.766554355308709319e+02 -6.805167588170934323e+02 -6.802153667518634848e+02 -6.810928722512430795e+02 -6.814209011218911201e+02 -6.800838871824428224e+02 -6.797442413513742849e+02 -6.804955060524545161e+02 -6.805007601929261227e+02 -6.798379353234491873e+02 -6.819927498567358271e+02 -6.809388972061868799e+02 -6.794319452954456438e+02 -6.820347773778421470e+02 -6.803634168364106927e+02 -6.806509994808536703e+02 -6.799692724329588600e+02 -6.809504390357341208e+02 -6.803481796839893150e+02 -6.826909719526234994e+02 -6.799787327881518877e+02 -6.813424512377534938e+02 -6.794742222720840346e+02 -6.814476330479373019e+02 -6.798857707660264396e+02 -6.829557546464733377e+02 -6.808785069380539881e+02 -6.801428169735054325e+02 -6.819916308435858809e+02
-6.813927884004521047e+02 -6.812532064404246057e+02 -6.803122692282421440e+02 -6.766554355308709319e+02 -6.805167588170934323e+02 -6.804331914408802504e+02 -6.810198696983331956e+02 -6.814100910377543414e+02 -6.800838871824428224e+02 -6.796460697415864161e+02 -6.802785708307885670e+02 -6.805007601929261227e+02 -6.798379353234491873e+02 -6.819927498567358271e+02 -6.812434403849889577e+02 -6.781700036616973648e+02 -6.811850933088853708e+02 -6.803320502195397239e+02 -6.806047575507587908e+02 -6.799692724329588600e+02 -6.809504390357341208e+02 -6.803481796839893150e+02 -6.831616064429344988e+02 -6.798066847847395593e+02 -6.814997734630621835e+02 -6.794742222720840346e+02 -6.819518577445711571e+02 -6.798406849591864329e+02 -6.841610931904938298e+02 -6.808816331026662283e+02 -6.803870763534680464e+02 -6.824814426443272168e+02
-6.836341055221024590e+02 -6.807044249554820681e+02 -6.809604602536362563e+02 -6.765843695846277797e+02 -6.805167588170934323e+02 -6.802049947736353488e+02 -6.810417131168860578e+02 -6.814100910377543414e+02 -6.800269149444163759e+02 -6.798610419535308438e+02 -6.781440472568242512e+02 -6.803376890708625524e+02 -6.798379353234491873e+02 -6.819927498567358271e+02 -6.819885458999112871e+02 -6.761291209781522866e+02 -6.810235118311516089e+02 -6.803320502195397239e+02 -6.806047575507587908e+02 -6.799692724329588600e+02 -6.817138566005125995e+02 -6.804430337414004271e+02 -6.855193831494467531e+02 -6.796369931813105723e+02 -6.802323123753124037e+02 -6.793738460659417342e+02 -6.819053751657878593e+02 -6.798406849591864329e+02 -6.841610931904938298e+02 -6.808816331026662283e+02 -6.803870763534680464e+02 -6.831370450181578917e+02
-6.836341055221024590e+02 -6.808352075265376016e+02 -6.809045771475820175e+02 -6.765843695846277797e+02 -6.777269260509896185e+02 -6.800939478011871415e+02 -6.771163140092210142e+02 -6.815397344994851210e+02 -6.800269149444163759e+02 -6.789518531563968509e+02 -6.762069384590606660e+02 -6.801466594825309357e+02 -6.798379353234491873e+02 -6.817211539040824846e+02 -6.819885458999112871e+02 -6.761291209781522866e+02 -6.810235118311516089e+02 -6.806174775773165493e+02 -6.806047575507587908e+02 -6.799692724329588600e+02 -6.817138566005125995e+02 -6.811965043362306460e+02 -6.858003653146420220e+02 -6.802844452392059793e+02 -6.803436257973428383e+02 -6.794578712765938917e+02 -6.818982598765675220e+02 -6.796485083699345751e+02 -6.821176612024115684e+02 -6.806407726373053038e+02 -6.803067874604573717e+02 -6.821725367477498594e+02
-6.836341055221024590e+02 -6.808995929027028069e+02 -6.811218162002003282e+02 -6.766495408764172907e+02 -6.777269260509896185e+02 -6.799564892449542413e+02 -6.748392267472687536e+02 -6.823917271377798670e+02 -6.797448670236248063e+02 -6.789518531563968509e+02 -6.762807387372520225e+02 -6.809732180929090646e+02 -6.793090024776506652e+02 -6.817211539040824846e+02 -6.825906944839322250e+02 -6.764520241995372771e+02 -6.810235118311516089e+02 -6.803010095564399080e+02 -6.806047575507587908e+02 -6.804380202754846323e+02 -6.819279055720934366e+02 -6.811965043362306460e+02 -6.867783471508553248e+02 -6.803995639931215464e+02 -6.803388530950426230e+02 -6.761595810527983303e+02 -6.818982598765675220e+02 -6.796485083699345751e+02 -6.816094805768474316e+02 -6.809627475280037743e+02 -6.801536108440899397e+02 -6.823577787109661585e+02
-6.825976397831525446e+02 -6.805722901847037747e+02 -6.808824338686473538e+02 -6.766495408764172907e+02 -6.769198208077939398e+02 -6.799564892449542413e+02 -6.748694050659938739e+02 -6.823917271377798670e+02 -6.797806672996706538e+02 -6.781166082117171072e+02 -6.758277689676220916e+02 -6.807476641793600720e+02 -6.787382294825280269e+02 -6.786374968674920183e+02 -6.828671322670389827e+02 -6.764520241995372771e+02 -6.810860545173449054e+02 -6.803010095564399080e+02 -6.806047575507587908e+02 -6.811165790723298414e+02 -6.828211675696194334e+02 -6.812484573582174789e+02 -6.867783471508553248e+02 -6.804652723308472559e+02 -6.803388530950426230e+02 -6.725517771547926031e+02 -6.806722908525279081e+02 -6.797163168265118429e+02 -6.814205084027111070e+02 -6.842846589431285338e+02 -6.802351076382162773e+02 -6.830030721449945759e+02
-6.825976397831525446e+02 -6.787059729942297963e+02 -6.808824338686473538e+02 -6.714646512224614980e+02 -6.735226960558336486e+02 -6.799564892449542413e+02 -6.748694050659938739e+02 -6.823917271377798670e+02 -6.797806672996706538e+02 -6.777879625953030427e+02 -6.731003562923581285e+02 -6.807737145501953364e+02 -6.789642538488833452e+02 -6.786374968674920183e+02 -6.834050924820257933e+02 -6.710224698118462356e+02 -6.807770077886661966e+02 -6.803010095564399080e+02 -6.802854078723605653e+02 -6.799300623890729867e+02 -6.828211675696194334e+02 -6.812484573582174789e+02 -6.840390418727540691e+02 -6.809852564560821975e+02 -6.782584027555803914e+02 -6.725517771547926031e+02 -6.803426936689685363e+02 -6.797163168265118429e+02 -6.813754112822164188e+02 -6.839495146424254699e+02 -6.790195565892672676e+02 -6.828220724234018917e+02
-6.827833626097163915e+02 -6.787059729942297963e+02 -6.801188658762347359e+02 -6.714646512224614980e+02 -6.728592649552251714e+02 -6.779353008560204898e+02 -6.736087503038027080e+02 -6.823917271377798670e+02 -6.797806672996706538e+02 -6.757530201119360527e+02 -6.731003562923581285e+02 -6.807725746846738275e+02 -6.789642538488833452e+02 -6.790214315774164788e+02 -6.838873983065265065e+02 -6.710224698118462356e+02 -6.807770077886661966e+02 -6.804037197566899522e+02 -6.807084281764799698e+02 -6.802170563433073767e+02 -6.838373483974017972e+02 -6.815623802778211484e+02 -6.836269039468006667e+02 -6.818492754480757867e+02 -6.774752047663577059e+02 -6.725517771547926031e+02 -6.810461035273143580e+02 -6.793210819819784092e+02 -6.810779860710637195e+02 -6.839495146424254699e+02 -6.790195565892672676e+02 -6.827936400938142469e+02
-6.779428170814454688e+02 -6.788459801289617417e+02 -6.790376638633456423e+02 -6.699669482072197297e+02 -6.705165060412571165e+02 -6.763904479200523383e+02 -6.744984566625914795e+02 -6.842739818918913670e+02 -6.790845526246873760e+02 -6.740243890296026166e+02 -6.729497649952251095e+02 -6.797424511493497903e+02 -6.789464459960672684e+02 -6.789266530866606217e+02 -6.861773648414290392e+02 -6.710224698118462356e+02 -6.797008791223507842e+02 -6.804037197566899522e+02 -6.821257713791372908e+02 -6.789152453867026225e+02 -6.833279262019520957e+02 -6.815623802778211484e+02 -6.815633661840319064e+02 -6.829675230332625233e+02 -6.774752047663577059e+02 -6.728199529752614581e+02 -6.810461035273143580e+02 -6.793210819819784092e+02 -6.803587965753132494e+02 -6.839495146424254699e+02 -6.790195565892672676e+02 -6.827936400938142469e+02
-6.818331508794849469e+02 -6.785444733774265842e+02 -6.768742666590035242e+02 -6.573385728489924986e+02 -6.705165060412571165e+02 -6.765649416289095370e+02 -6.753445291319916350e+02 -6.842739818918913670e+02 -6.772303258665189105e+02 -6.740243890296026166e+02 -6.698413099823502534e+02 -6.787473122015185254e+02 -6.763504586558751726e+02 -6.795856026831115742e+02 -6.861773648414290392e+02 -6.678364674001397816e+02 -6.797830775785280366e+02 -6.804037197566899522e+02 -6.826892676339189165e+02 -6.738596759297976178e+02 -6.846740950522438425e+02 -6.815623802778211484e+02 -6.815633661840319064e+02 -6.853387109255452287e+02 -6.770887521197753358e+02 -6.702347936339115222e+02 -6.810461035273143580e+02 -6.787856104293673525e+02 -6.822313557907866652e+02 -6.857747551568318158e+02 -6.762122363001794838e+02 -6.827936400938142469e+02
