    0.389400768280029297E+01    0.333000516891479492E+01    0.124510848522186279E+01    0.127051734924316406E+02   -0.866403400897979736E+02   -0.211283738244627406E+15   -0.460515351937698814E+01    1
   -0.789281177520751953E+01    0.124874091148376465E+01    0.297289991378784180E+01    0.131082987785339355E+02    0.865771472454071045E+02   -0.469616288436723125E+14   -0.461515351937698259E+01    1
   -0.662669038772583008E+01    0.186666059494018555E+01    0.399421024322509766E+01    0.145276401042938232E+03   -0.347906005382537842E+02   -0.213000513887581562E+14   -0.462515351937698149E+01    1
   -0.558555340766906738E+01    0.111368083953857422E+01    0.441230058670043945E+01    0.216108927726745605E+03   -0.274740278720855713E+02   -0.356845655229115186E+13   -0.463515351937698661E+01    1
    0.306547832489013672E+01    0.275924515724182129E+01    0.289366054534912109E+01    0.129418494701385498E+03   -0.140306460857391357E+02   -0.117566116332460864E+13   -0.464515351937698728E+01    1
    0.218980717658996582E+01    0.355827331542968750E+01    0.140107214450836182E+01    0.225673298835754395E+03   -0.762684202194213867E+02   -0.107008714130806140E+13   -0.465515351937698174E+01    1
   -0.765151953697204590E+01    0.222679400444030762E+01    0.253829044103622437E+01    0.289903171062469482E+03   -0.149640226364135742E+02   -0.199535588638237152E+12   -0.466515351937698153E+01    1
   -0.628924989700317383E+01    0.219937348365783691E+01    0.366833263635635376E+01    0.865798616409301758E+02   -0.738861036300659180E+02   -0.148007029954094879E+12   -0.467515351937698398E+01    1
    0.251732850074768066E+01    0.222755622863769531E+01    0.435158729553222656E+01    0.965839862823486328E+02    0.682770466804504395E+02   -0.146089472251711060E+12   -0.468515351937698377E+01    1
   -0.378023862838745117E+01    0.356501770019531250E+01    0.347459888458251953E+01    0.212406985759735107E+03    0.706907987594604492E+01   -0.618273826039100723E+11   -0.469515351937698444E+01    1
   -0.642527365684509277E+01    0.320939517021179199E+01    0.174909436702728271E+01    0.840607738494873047E+02   -0.406610977649688721E+02   -0.517930161701732330E+11   -0.470515351937698423E+01    1
    0.273365473747253418E+01    0.323235273361206055E+01    0.195683836936950684E+00    0.195674657821655273E+02   -0.654250967502593994E+02   -0.425084594225467606E+11   -0.471515351937698135E+01    1
   -0.404422378540039062E+01    0.926166772842407227E+00    0.376347088813781738E+01    0.106831290721893311E+03    0.485718548297882080E+02   -0.395107267974985275E+11   -0.472515351937698025E+01    1
    0.102303981781005859E+00    0.230649924278259277E+01    0.445371282100677490E+01    0.147401053905487061E+03   -0.620547509193420410E+02   -0.912476579949860001E+10   -0.473515351937698448E+01    1
   -0.108581018447875977E+01    0.302291893959045410E+01    0.449323678016662598E+01    0.407531189918518066E+02   -0.702573430538177490E+02   -0.865999158664788437E+10   -0.474515351937698782E+01    1
    0.336937260627746582E+01    0.223235893249511719E+01    0.239200222492218018E+01    0.221975283622741699E+03   -0.471126151084899902E+02   -0.634484925658074760E+10   -0.475515351937698494E+01    1
   -0.254110097885131836E+01    0.223082327842712402E+01    0.326228070259094238E+01    0.153924551010131836E+03   -0.186759746074676514E+02   -0.340697950797511339E+10   -0.476515351937698117E+01    1
   -0.519566965103149414E+01    0.160777735710144043E+01    0.463587695360183716E+01    0.350853903293609619E+03   -0.724454355239868164E+02   -0.199514977645910645E+10   -0.477515351937698451E+01    1
    0.197116208076477051E+01    0.248242878913879395E+01    0.196269500255584717E+01    0.262130119800567627E+03    0.626504695415496826E+02   -0.171814072627239370E+10   -0.478515351937698341E+01    1
   -0.126638007164001465E+01    0.297031998634338379E+01    0.355890643596649170E+01    0.224633696079254150E+03   -0.518675386905670166E+02   -0.165507365736693645E+10   -0.479515351937697876E+01    1
    0.396219587326049805E+01    0.367444062232971191E+01   -0.599382901191711426E+01    0.296387100219726562E+03   -0.642613291740417480E+01   -0.142448482297698760E+10   -0.480515351937698032E+01    1
    0.250467634201049805E+01    0.230734372138977051E+01    0.195458132028579712E+01    0.260204143524169922E+03    0.420546019077301025E+02   -0.129578958593574262E+10   -0.481515351937698277E+01    1
   -0.789194273948669434E+01    0.486539602279663086E+00    0.240371936559677124E+01    0.353620119094848633E+03   -0.271565079689025879E+01   -0.761396307149213791E+09   -0.482515351937698345E+01    1
   -0.106983637809753418E+01    0.211038446426391602E+01    0.367039662599563599E+01    0.929035234451293945E+02   -0.508774065971374512E+02   -0.699452101677946448E+09   -0.483515351937698323E+01    1
   -0.315953397750854492E+01    0.160760569572448730E+01    0.202904689311981201E+01    0.222544491291046143E+03    0.856294691562652588E+02   -0.551214499340319037E+09   -0.484515351937698480E+01    1
   -0.790921187400817871E+01    0.381462168693542480E+01    0.995576858520507812E+00    0.193611931800842285E+02    0.778766512870788574E+01   -0.214353809374561727E+09   -0.485515351937698814E+01    1
