   -0.481232744347101615E+00    0.259605115661219354E+01   -0.124311504902963499E+01    0.113100120320109070E+03    0.517331975787946021E+02   -0.534784284264217717E+03
   -0.563574363227937525E+00    0.267976693030917446E+01   -0.127889140699731829E+01    0.115177165080265667E+03    0.530643180102693464E+02   -0.531410717504398121E+03
   -0.506329911397698673E+00    0.262717465530546157E+01   -0.127433179346007019E+01    0.117261081694437635E+03    0.513372930328521875E+02   -0.529752457404285337E+03
   -0.478420964487191291E+00    0.259651140135249037E+01   -0.124469955441667857E+01    0.115082644380085483E+03    0.517500384556875588E+02   -0.529489229528416217E+03
   -0.528695935753834334E+00    0.264790368426902667E+01   -0.127578703017279249E+01    0.114758986472178222E+03    0.506633176704024777E+02   -0.529125135808743153E+03
   -0.464839890269019840E+00    0.259743434735464351E+01   -0.125114771973319350E+01    0.114176827497997692E+03    0.528303014468374386E+02   -0.528564450969323389E+03
   -0.559853900363437518E+00    0.266351756671185802E+01   -0.127804468802620708E+01    0.115922654093135648E+03    0.507719229936518275E+02   -0.528437407120964849E+03
   -0.532914446470572400E+00    0.264235894884562539E+01   -0.126612333797839582E+01    0.113250080442937431E+03    0.527907328535949318E+02   -0.528109238190578139E+03
   -0.504596650766323762E+00    0.263057488003085105E+01   -0.127547992797715004E+01    0.115177345226659725E+03    0.529570229759537483E+02   -0.527909380218929869E+03
   -0.497182784048717075E+00    0.262596910694618879E+01   -0.127398834515814041E+01    0.116500959050139684E+03    0.507863403322442082E+02   -0.527780322263643029E+03
   -0.544945899650454813E+00    0.265680309574345452E+01   -0.128018054304924966E+01    0.115946375258194891E+03    0.506373470390034868E+02   -0.527610797784038141E+03
   -0.547049842415207266E+00    0.265422730206474311E+01   -0.126984630387674802E+01    0.115664625157427650E+03    0.511546793885566444E+02   -0.527428851143331258E+03
   -0.535057348975772840E+00    0.263095402445705062E+01   -0.125509007551544194E+01    0.114339793461134079E+03    0.522113046531946452E+02   -0.527333117650227450E+03
   -0.509921062403630110E+00    0.261745094992324523E+01   -0.126280768464579207E+01    0.115425553658342395E+03    0.532801019855861568E+02   -0.527320066986800157E+03
   -0.535759550533045470E+00    0.264756232716346096E+01   -0.127417230632003786E+01    0.115561857645167294E+03    0.533463412199565425E+02   -0.527231383874479206E+03
   -0.488979632356825178E+00    0.260318710018377875E+01   -0.125788801613736467E+01    0.116364221386534638E+03    0.507539357109748153E+02   -0.527146493154237533E+03
   -0.487464196509185044E+00    0.259921842525000413E+01   -0.125890988023143446E+01    0.115004011666558711E+03    0.514442167191099315E+02   -0.527100499671137072E+03
   -0.523612747744337526E+00    0.262993251004045181E+01   -0.125989906079989833E+01    0.114890575197458517E+03    0.539202078431567315E+02   -0.527090173373554308E+03
   -0.558710064335166123E+00    0.266822907328673331E+01   -0.128097509022222766E+01    0.114767891114864696E+03    0.524435481473242362E+02   -0.527083292617836264E+03
   -0.508344768513140366E+00    0.262695102385482038E+01   -0.127083174346779160E+01    0.116707188865002237E+03    0.522534063357969387E+02   -0.527051972469569591E+03
   -0.532912278568016262E+00    0.264269232511728847E+01   -0.126607561200364049E+01    0.116092576844902638E+03    0.514144788291917223E+02   -0.527010310442020341E+03
   -0.461990633416618834E+00    0.258434962334213436E+01   -0.124968568171452077E+01    0.114632866985944133E+03    0.520884937210490477E+02   -0.526983996342991531E+03
   -0.486082798303019814E+00    0.259204721894504342E+01   -0.124662226407094767E+01    0.115023383870563080E+03    0.514101605693724366E+02   -0.526826434294547653E+03
   -0.474228081698530701E+00    0.259019378088359664E+01   -0.125363722737740790E+01    0.114581853976764990E+03    0.525839414204619686E+02   -0.526751209663393070E+03
   -0.510349107403831326E+00    0.261165969932997255E+01   -0.125296293484373500E+01    0.115754501246967649E+03    0.514866699539399804E+02   -0.526679244822304781E+03
   -0.465006754531128053E+00    0.259720939533596473E+01   -0.125704151921687046E+01    0.115382203583230805E+03    0.518359825343117109E+02   -0.526652294255386096E+03
   -0.483346857944338737E+00    0.260176667613965318E+01   -0.126252424250600548E+01    0.116088090672710322E+03    0.512455582996288399E+02   -0.526623621407118435E+03
   -0.496912874141717253E+00    0.260848714406895610E+01   -0.125051864757190145E+01    0.113364401624091570E+03    0.528317181617709650E+02   -0.526600020350948625E+03
   -0.540818266569907280E+00    0.266113034096728907E+01   -0.128350730597992335E+01    0.116174436771712692E+03    0.517508564900497277E+02   -0.526570400018659711E+03
   -0.498050825267315034E+00    0.263167300902512213E+01   -0.127336037218659737E+01    0.115720628298741531E+03    0.524116812059186543E+02   -0.526557145340811076E+03
   -0.471537321814221144E+00    0.259039869995369543E+01   -0.125386967331407639E+01    0.115631278534504702E+03    0.512431754829339070E+02   -0.526529702244206192E+03
   -0.484871365661986964E+00    0.261853136079576343E+01   -0.126708089706992499E+01    0.114692152261311094E+03    0.520824488448550085E+02   -0.526500702840548229E+03
   -0.533144941791529270E+00    0.263900449726660469E+01   -0.127133358200486146E+01    0.115925204546250669E+03    0.530599049152198461E+02   -0.526487708373009923E+03
   -0.493369417206121597E+00    0.259521580227081250E+01   -0.124688291543214635E+01    0.115274133049558756E+03    0.518421129490252497E+02   -0.526422540050247562E+03
   -0.507417879291184093E+00    0.261002872949736764E+01   -0.125206226602569437E+01    0.115569821767166474E+03    0.527965929116110999E+02   -0.526397475940410231E+03
   -0.493122733764409737E+00    0.261048490493599816E+01   -0.125219783395864770E+01    0.115129672257694509E+03    0.530422880237820209E+02   -0.526374890340292836E+03
   -0.480942835810530767E+00    0.261270626730909372E+01   -0.126127518593704924E+01    0.114513776405426754E+03    0.530740236164463681E+02   -0.526331062044715509E+03
   -0.497820491440515767E+00    0.262953578882064853E+01   -0.126415280935780494E+01    0.114679142203298341E+03    0.523612651381840806E+02   -0.526329180404387898E+03
   -0.495234191025415882E+00    0.262305099919602780E+01   -0.126233821028987681E+01    0.115712499789103049E+03    0.523918284094758064E+02   -0.526310031756155240E+03
   -0.489774911440637339E+00    0.260356247332840818E+01   -0.124832433239740492E+01    0.114064743188468086E+03    0.519878399572249918E+02   -0.526297483423505241E+03
